Date,WeightAVG
2011-06-15 07:30:00,1.1125858416666667
2011-06-15 08:00:00,2.0
2011-06-15 08:30:00,2.08702394
2011-06-15 09:00:00,1.6842791455555557
2011-06-15 09:30:00,0.9836847688888889
2011-06-15 10:00:00,0.2122125988888889
2011-06-15 10:30:00,0.0
2011-06-15 11:00:00,0.0
2011-06-15 11:30:00,0.0
2011-06-15 12:00:00,0.0
2011-06-15 12:30:00,0.3698077761111111
2011-06-15 13:00:00,0.27137690666666664
2011-06-15 13:30:00,0.0
2011-06-15 14:00:00,0.0
2011-06-15 14:30:00,0.0
2011-06-15 15:00:00,0.05345680166666668
2011-06-15 15:30:00,0.0
2011-06-15 16:00:00,0.29033613722222223
2011-06-15 16:30:00,0.3173974866666667
2011-06-15 17:00:00,0.0
2011-06-15 17:30:00,0.0
2011-06-15 18:00:00,0.0
2011-06-15 18:30:00,0.20791431111111108
2011-06-15 19:00:00,0.0
2011-06-15 19:30:00,0.05653692388888889
2011-06-15 20:00:00,0.9492373466666666
2011-06-15 20:30:00,0.5208164327777778
2011-06-15 21:00:00,0.03289336500000001
2011-06-15 21:30:00,1.8753105877777778
2011-06-15 22:00:00,0.779012625
2011-06-15 22:30:00,0.0
2011-06-15 23:00:00,0.0
2011-06-15 23:30:00,0.0
2011-06-16 00:00:00,0.0
2011-06-16 00:30:00,0.0
2011-06-16 01:00:00,0.0
2011-06-16 01:30:00,0.0
2011-06-16 02:00:00,0.0
2011-06-16 02:30:00,0.0
2011-06-16 03:00:00,0.0
2011-06-16 03:30:00,0.0
2011-06-16 04:00:00,0.0
2011-06-16 04:30:00,0.0
2011-06-16 05:00:00,0.0
2011-06-16 05:30:00,0.0
2011-06-16 06:00:00,0.0
2011-06-16 06:30:00,0.0
2011-06-16 07:00:00,0.47941430333333335
2011-06-16 07:30:00,1.0
2011-06-16 08:00:00,1.0
2011-06-16 08:30:00,1.0
2011-06-16 09:00:00,1.771559143333333
2011-06-16 09:30:00,1.1879592177777778
2011-06-16 10:00:00,0.0
2011-06-16 10:30:00,0.0
2011-06-16 11:00:00,0.0
2011-06-16 11:30:00,0.0
2011-06-16 12:00:00,0.0
2011-06-16 12:30:00,0.0
2011-06-16 13:00:00,0.0
2011-06-16 13:30:00,1.0217249544444444
2011-06-16 14:00:00,1.0
2011-06-16 14:30:00,1.1488032944444444
2011-06-16 15:00:00,0.0
2011-06-16 15:30:00,0.0
2011-06-16 16:00:00,0.0
2011-06-16 16:30:00,0.43488515333333333
2011-06-16 17:00:00,0.3146793983333333
2011-06-16 17:30:00,0.18416638333333335
2011-06-16 18:00:00,0.0
2011-06-16 18:30:00,0.0
2011-06-16 19:00:00,0.06252448666666667
2011-06-16 19:30:00,0.13756670444444444
2011-06-16 20:00:00,0.05130063777777778
2011-06-16 20:30:00,1.1869835522222223
2011-06-16 21:00:00,2.12690489
2011-06-16 21:30:00,1.8331944733333332
2011-06-16 22:00:00,1.6801398205555556
2011-06-16 22:30:00,0.0
2011-06-16 23:00:00,0.0
2011-06-16 23:30:00,0.0
2011-06-17 00:00:00,0.0
2011-06-17 00:30:00,0.0
2011-06-17 01:00:00,0.0
2011-06-17 01:30:00,0.0
2011-06-17 02:00:00,0.0
2011-06-17 02:30:00,0.0
2011-06-17 03:00:00,0.0
2011-06-17 03:30:00,0.0
2011-06-17 04:00:00,0.0
2011-06-17 04:30:00,0.0
2011-06-17 05:00:00,0.0
2011-06-17 05:30:00,0.0
2011-06-17 06:00:00,0.0
2011-06-17 06:30:00,0.0
2011-06-17 07:00:00,0.19499365333333335
2011-06-17 07:30:00,0.9934541427777778
2011-06-17 08:00:00,1.2130716794444445
2011-06-17 08:30:00,2.629478165
2011-06-17 09:00:00,2.7814133749999996
2011-06-17 09:30:00,0.0
2011-06-17 10:00:00,0.05291408111111111
2011-06-17 10:30:00,1.0896205600000002
2011-06-17 11:00:00,1.5745430438888888
2011-06-17 11:30:00,1.046401853888889
2011-06-17 12:00:00,0.32172588222222226
2011-06-17 12:30:00,0.0
2011-06-17 13:00:00,0.0
2011-06-17 13:30:00,0.0
2011-06-17 14:00:00,0.15802065444444446
2011-06-17 14:30:00,1.0
2011-06-17 15:00:00,1.0
2011-06-17 15:30:00,1.0642333094444445
2011-06-17 16:00:00,1.0
2011-06-17 16:30:00,1.0
2011-06-17 17:00:00,0.09325054777777778
2011-06-17 17:30:00,0.18054520111111114
2011-06-17 18:00:00,0.0
2011-06-17 18:30:00,0.0
2011-06-17 19:00:00,0.3842198661111112
2011-06-17 19:30:00,0.0
2011-06-17 20:00:00,0.0
2011-06-17 20:30:00,0.0
2011-06-17 21:00:00,0.0
2011-06-17 21:30:00,1.072571517222222
2011-06-17 22:00:00,1.4729734583333334
2011-06-17 22:30:00,1.1778418133333333
2011-06-17 23:00:00,0.0
2011-06-17 23:30:00,0.0
2011-06-18 00:00:00,0.0
2011-06-18 00:30:00,0.0
2011-06-18 01:00:00,0.0
2011-06-18 01:30:00,0.0
2011-06-18 02:00:00,0.0
2011-06-18 02:30:00,0.0
2011-06-18 03:00:00,0.0
2011-06-18 03:30:00,0.0
2011-06-18 04:00:00,0.0
2011-06-18 04:30:00,0.0
2011-06-18 05:00:00,0.0
2011-06-18 05:30:00,0.0
2011-06-18 06:00:00,0.0
2011-06-18 06:30:00,0.0
2011-06-18 07:00:00,0.50082474
2011-06-18 07:30:00,1.7788241766666666
2011-06-18 08:00:00,2.0261925855555556
2011-06-18 08:30:00,0.8770786105555557
2011-06-18 09:00:00,0.0
2011-06-18 09:30:00,0.0
2011-06-18 10:00:00,0.06495722777777778
2011-06-18 10:30:00,1.8319079344444444
2011-06-18 11:00:00,2.0605082
2011-06-18 11:30:00,1.0099303238888888
2011-06-18 12:00:00,0.0
2011-06-18 12:30:00,0.0
2011-06-18 13:00:00,0.0
2011-06-18 13:30:00,0.0
2011-06-18 14:00:00,0.0
2011-06-18 14:30:00,0.0
2011-06-18 15:00:00,0.0
2011-06-18 15:30:00,0.0
2011-06-18 16:00:00,0.0
2011-06-18 16:30:00,0.052924264444444445
2011-06-18 17:00:00,0.852703245
2011-06-18 17:30:00,1.0286919994444443
2011-06-18 18:00:00,0.0
2011-06-18 18:30:00,0.0
2011-06-18 19:00:00,0.31575660555555557
2011-06-18 19:30:00,0.0
2011-06-18 20:00:00,0.0
2011-06-18 20:30:00,0.0
2011-06-18 21:00:00,0.0
2011-06-18 21:30:00,0.6009432205555557
2011-06-18 22:00:00,1.6212929927777777
2011-06-18 22:30:00,1.1977012766666668
2011-06-18 23:00:00,0.0
2011-06-18 23:30:00,0.0
2011-06-19 00:00:00,0.0
