date,state
2011-06-15 20:16:48.020154,1
2011-06-15 20:38:10.339511,0
2011-06-19 07:34:11.519913,1
2011-06-19 07:47:18.897779,0
2011-06-28 17:11:07.410823,1
2011-06-28 17:50:40.810593,0
2011-07-10 20:49:09.954198,1
2011-07-10 22:00:39.301045,0
2011-07-12 13:52:51.095559,0
2011-07-14 11:37:18.659121,1
2011-07-14 17:53:14.151576,0
2011-07-16 11:48:26.262443,1
2011-07-16 14:02:39.645613,0
2011-07-22 21:54:24.767192,1
2011-07-22 22:26:43.102421,0
2011-07-24 20:31:00.651083,1
2011-07-24 21:54:41.628189,0
2011-07-25 12:05:52.647971,1
2011-07-25 13:26:33.193294,0
2011-07-25 16:41:30.427463,1
2011-07-25 17:05:38.884091,0
2011-07-26 07:59:37.199555,1
2011-07-26 08:07:38.861225,0
2011-07-26 09:47:15.689996,1
2011-07-26 10:42:30.075885,0
2011-07-26 13:01:00.689080,1
2011-07-26 17:04:42.545589,0
2011-07-26 20:44:09.488557,1
2011-07-26 21:08:41.478497,0
2011-07-29 12:25:12.465822,1
2011-07-29 12:25:16.267847,0
2011-07-29 21:12:00.719839,1
2011-07-29 21:37:54.902084,0
2011-08-07 20:21:55.233562,1
2011-08-07 20:45:42.042237,0
2011-08-23 07:57:42.182397,1
2011-08-23 10:05:59.376781,0
2011-09-09 21:23:00.631683,1
2011-09-09 21:28:25.047465,0
2011-09-14 10:37:20.437215,1
2011-09-14 12:17:22.830443,0
2011-09-18 19:59:10.179068,1
2011-09-18 20:15:56.738157,0
2011-09-21 08:31:08.841623,1
2011-09-21 08:42:13.533886,0
2011-09-25 07:45:19.607961,1
2011-09-25 08:03:13.809694,0
2011-09-26 16:55:32.330728,1
2011-09-26 22:02:29.211950,0
2011-09-30 12:43:18.286191,1
2011-09-30 12:47:16.275396,0
2011-10-01 08:15:33.537757,1
2011-10-01 08:22:35.555851,0
2011-10-02 07:50:51.816572,1
2011-10-02 09:40:13.411086,0
2011-10-02 21:05:50.261672,1
2011-10-02 21:25:08.883357,0
2011-10-03 16:55:17.545830,1
2011-10-03 21:57:19.697711,0
2011-10-04 09:42:47.290378,1
2011-10-04 10:51:55.360083,0
2011-10-04 16:58:18.557591,1
2011-10-04 17:18:33.081735,0
2011-10-05 16:43:51.112936,1
2011-10-05 17:05:08.877222,0
2011-10-05 21:08:12.457810,1
2011-10-05 21:27:08.359740,0
2011-10-06 08:23:41.256290,1
2011-10-06 08:30:08.970985,0
2011-10-07 10:55:04.029324,1
2011-10-07 12:27:34.459907,0
2011-10-09 07:50:29.348258,1
2011-10-09 09:31:00.524601,0
2011-10-10 21:15:21.263244,1
2011-10-10 21:47:41.200196,0
2011-10-11 07:49:14.195494,1
2011-10-11 07:57:19.009139,0
2011-10-15 08:05:29.141633,1
2011-10-15 08:13:05.795892,0
2011-10-16 07:45:59.433445,1
2011-10-16 13:08:18.813125,0
2011-10-20 12:05:47.742745,1
2011-10-20 14:31:46.794107,0
2011-10-20 16:52:43.614633,1
2011-10-20 17:09:12.377481,0
2011-10-21 07:34:48.461605,1
2011-10-21 16:57:54.166892,0
2011-10-22 16:41:45.532724,1
2011-10-22 17:06:16.400182,0
2011-10-23 07:56:04.665835,1
2011-10-23 09:32:01.693274,0
2011-10-23 20:48:06.908161,1
2011-10-23 21:21:18.167586,0
2011-10-25 07:47:40.271360,1
2011-10-25 07:53:31.924336,0
2011-10-26 07:50:21.322849,1
2011-10-26 07:55:53.428250,0
2011-10-26 12:55:56.803226,1
2011-10-26 15:01:15.052141,0
2011-10-26 21:48:53.699712,1
2011-10-26 22:03:02.165428,0
2011-10-27 07:45:36.851621,1
2011-10-27 07:53:50.468703,0
2011-10-28 07:47:21.803068,1
2011-10-28 07:54:27.427495,0
2011-10-29 07:50:39.539096,1
2011-10-29 07:56:05.063487,0
2011-10-30 07:48:28.670535,1
2011-10-30 13:33:05.607484,0
2011-10-30 20:44:46.437266,1
2011-10-30 21:34:23.016676,0
2011-10-31 07:49:17.269252,1
2011-10-31 13:44:52.674495,0
2011-10-31 20:56:24.210008,1
2011-10-31 21:18:16.388532,0
2011-11-01 07:51:38.247155,1
2011-11-01 10:41:09.599424,0
2011-11-01 16:51:06.392345,1
2011-11-01 17:08:42.560972,0
2011-11-02 16:38:38.979745,1
2011-11-02 17:06:50.663163,0
2011-11-02 21:19:48.382080,1
2011-11-02 21:30:40.546806,0
2011-11-03 07:47:44.213034,1
2011-11-03 07:54:04.094998,0
2011-11-03 20:55:03.295297,1
2011-11-03 21:17:27.551521,0
2011-11-04 07:48:07.717574,1
2011-11-04 07:53:07.270784,0
2011-11-04 16:22:47.591517,1
2011-11-04 17:05:09.880526,0
2011-11-05 08:01:43.275751,1
2011-11-05 08:14:07.202533,0
2011-11-05 16:51:50.155648,1
2011-11-05 17:11:48.280788,0
2011-11-06 07:31:18.418225,1
2011-11-06 09:24:48.326657,0
2011-11-06 16:53:09.703867,1
2011-11-06 17:08:15.982510,0
2011-11-07 12:13:51.074661,1
2011-11-07 14:18:07.274066,0
2011-11-07 16:50:39.816853,1
2011-11-07 17:10:31.893329,0
2011-11-07 20:53:35.062492,1
2011-11-07 21:01:35.779283,0
2011-11-09 07:45:57.305755,1
2011-11-09 07:51:07.594646,0
2011-11-09 17:57:20.293276,1
2011-11-09 18:21:22.222600,0
2011-11-11 07:47:07.848389,1
2011-11-11 12:10:22.250425,0
2011-11-13 07:42:03.607664,1
2011-11-13 09:21:56.439687,0
2011-11-13 17:02:51.798768,1
2011-11-13 21:16:34.009966,0
2011-11-14 08:20:36.910661,1
2011-11-14 08:33:35.946818,0
2011-11-14 11:39:44.938007,1
2011-11-14 13:21:31.000626,0
2011-11-14 16:43:11.314827,1
2011-11-14 16:59:04.283073,0
2011-11-15 07:43:07.180888,1
2011-11-15 07:52:50.194313,0
2011-11-15 16:04:49.718135,1
2011-11-15 17:08:15.394190,0
2011-11-16 08:23:09.037257,1
2011-11-16 08:41:53.101964,0
2011-11-16 10:51:38.849364,1
2011-11-16 12:11:48.575888,0
2011-11-16 14:36:25.390424,1
2011-11-16 15:07:41.189536,0
2011-11-16 15:37:38.723377,1
2011-11-16 15:55:37.753189,0
2011-11-17 07:52:36.432256,1
2011-11-17 07:56:50.402959,0
2011-11-17 12:09:32.993002,1
2011-11-17 13:23:39.465609,0
2011-11-17 16:52:28.578029,1
2011-11-17 17:13:27.899574,0
2011-12-03 09:42:01.594763,0
2011-12-03 10:09:24.748920,1
2011-12-03 10:27:36.800132,0
2011-12-03 16:55:56.061102,1
2011-12-03 17:21:56.753711,0
2011-12-03 21:04:33.769706,1
2011-12-03 21:10:57.274558,0
2011-12-04 07:42:18.297318,1
2011-12-04 17:16:33.522251,0
2011-12-05 07:45:05.001122,1
2011-12-05 07:52:11.238912,0
2011-12-05 16:43:35.175735,1
2011-12-05 17:05:40.203852,0
2011-12-06 07:43:39.847072,1
2011-12-06 13:41:04.024636,0
2011-12-06 16:37:30.745351,1
2011-12-06 17:02:36.130002,0
2011-12-06 21:53:51.991781,1
2011-12-06 22:00:47.984641,0
2011-12-07 07:44:07.491805,1
2011-12-07 07:48:52.015743,0
2011-12-07 12:42:41.514352,1
2011-12-07 17:08:37.031140,0
2011-12-08 07:48:00.357038,1
2011-12-08 07:53:24.438257,0
2011-12-08 11:49:09.750654,1
2011-12-08 14:40:28.976571,0
2011-12-09 07:43:02.847429,1
2011-12-09 13:53:21.478683,0
2011-12-09 19:16:03.753530,1
2011-12-09 21:39:09.912216,0
2011-12-10 09:49:29.247740,1
2011-12-10 17:06:18.360298,0
2011-12-15 13:16:07.723938,1
2011-12-15 17:28:00.721857,0
2011-12-15 20:51:10.682609,1
2011-12-15 20:51:16.544567,0
2011-12-16 11:50:31.660026,1
2011-12-16 17:07:36.338694,0
2011-12-16 22:09:41.888175,1
2011-12-16 22:17:12.859255,0
2011-12-17 16:43:51.241844,1
2011-12-17 17:04:54.428358,0
2011-12-18 07:42:04.665270,1
2011-12-18 09:28:01.144444,0
2011-12-18 16:57:50.846864,1
2011-12-18 21:47:14.218672,0
2011-12-19 13:37:13.833036,1
2011-12-19 17:16:54.746375,0
2011-12-20 07:53:45.734138,1
2011-12-20 17:05:27.559102,0
2011-12-21 08:20:17.805777,1
2011-12-21 21:33:32.357953,0
