date,state
2011-06-15 21:29:00.791943,1
2011-06-15 21:30:36.893553,0
2011-06-16 20:46:51.570885,1
2011-06-16 21:39:14.284625,0
2011-06-17 21:48:40.479818,1
2011-06-17 22:00:41.695967,0
2011-06-18 22:02:00.057350,1
2011-06-18 22:04:17.553271,0
2011-06-20 21:02:09.396206,1
2011-06-20 21:04:08.785611,0
2011-06-22 21:25:05.039180,1
2011-06-22 21:28:09.630746,0
2011-06-24 19:15:54.846208,1
2011-06-24 21:33:30.077009,0
2011-06-25 21:56:27.294218,1
2011-06-25 21:58:02.558542,0
2011-06-27 21:12:06.058966,1
2011-06-27 21:25:05.608960,0
2011-06-28 21:20:36.154758,1
2011-06-28 21:32:46.826316,0
2011-06-29 20:55:06.290648,1
2011-06-29 21:08:57.985961,0
2011-06-30 21:20:35.538041,1
2011-06-30 21:28:10.899319,0
2011-07-01 21:32:06.334226,1
2011-07-01 21:33:55.187920,0
2011-07-02 21:31:25.011655,1
2011-07-02 21:45:33.343060,0
2011-07-05 21:22:21.479148,1
2011-07-05 21:24:20.373007,0
2011-07-06 21:03:22.286508,1
2011-07-06 21:07:27.513306,0
2011-07-07 21:24:24.038838,1
2011-07-07 21:25:47.286218,0
2011-07-08 15:04:57.828460,1
2011-07-08 17:06:16.488294,0
2011-07-08 17:06:18.332332,1
2011-07-08 17:06:19.146915,0
2011-07-08 21:17:37.883257,1
2011-07-08 21:56:35.502955,0
2011-07-09 21:25:38.753908,1
2011-07-09 21:27:45.530525,0
2011-07-10 21:56:33.818807,1
2011-07-10 21:59:48.660685,0
2011-07-11 21:13:01.533420,1
2011-07-11 21:32:16.587396,0
2011-07-11 21:32:17.517729,1
2011-07-11 21:35:53.792989,0
2011-07-12 13:51:34.606113,0
2011-07-12 13:52:50.642571,0
2011-07-13 21:13:37.621980,1
2011-07-13 21:15:54.182897,0
2011-07-14 21:04:42.687560,1
2011-07-14 21:16:59.689746,0
2011-07-15 21:30:52.181643,1
2011-07-15 21:33:49.689944,0
2011-07-17 21:23:51.889828,1
2011-07-17 21:27:30.975996,0
2011-07-18 21:34:24.916252,1
2011-07-18 21:45:23.173263,0
2011-07-19 20:57:51.502981,1
2011-07-19 21:19:40.203127,0
2011-07-20 20:46:17.527177,1
2011-07-20 20:49:25.858904,0
2011-07-21 21:07:03.868406,1
2011-07-21 21:10:11.118223,0
2011-07-22 21:55:13.586083,1
2011-07-22 22:38:50.595589,0
2011-07-23 14:55:53.912799,1
2011-07-23 22:18:24.521200,0
2011-07-24 20:57:29.461621,1
2011-07-24 21:50:30.128472,0
2011-07-24 21:50:31.157624,1
2011-07-24 21:54:26.799168,0
2011-07-25 21:07:03.887655,1
2011-07-25 21:09:37.634339,0
2011-07-26 21:08:57.869507,1
2011-07-26 21:23:58.038327,0
2011-07-27 21:11:18.942905,1
2011-07-27 21:13:14.869713,0
2011-07-28 21:11:45.443274,1
2011-07-28 21:28:03.640405,0
2011-07-29 21:31:53.682843,1
2011-07-29 21:37:26.549566,0
2011-07-30 21:25:40.892431,1
2011-07-30 21:39:48.717641,0
2011-07-31 21:02:20.676913,1
2011-07-31 21:16:56.555326,0
2011-08-01 21:42:14.597434,1
2011-08-01 21:47:41.611240,0
2011-08-02 21:19:22.217536,1
2011-08-02 21:20:50.474050,0
2011-08-04 20:56:52.855823,1
2011-08-04 21:20:55.968591,0
2011-08-05 21:56:26.010721,1
2011-08-05 21:58:14.782129,0
2011-08-06 22:09:09.473258,1
2011-08-06 22:12:35.027935,0
2011-08-07 21:32:19.710444,1
2011-08-07 21:44:33.692920,0
2011-08-08 21:12:41.681999,1
2011-08-08 21:16:17.215928,0
2011-08-09 21:12:47.138249,1
2011-08-09 21:30:25.828558,0
2011-08-10 21:20:17.042091,1
2011-08-10 22:24:55.612695,0
2011-08-11 21:14:51.723299,1
2011-08-11 21:41:32.714642,0
2011-08-12 21:58:23.730086,1
2011-08-12 22:03:58.431401,0
2011-08-13 21:50:13.556289,1
2011-08-13 21:51:23.023558,0
2011-08-14 20:54:25.200284,1
2011-08-14 21:32:50.296374,0
2011-08-15 21:10:49.472447,1
2011-08-15 21:42:43.906260,0
2011-08-16 21:04:53.436430,1
2011-08-16 21:19:04.110975,0
2011-08-17 21:11:00.470008,1
2011-08-17 21:13:19.443994,0
2011-08-18 21:06:54.273083,1
2011-08-18 21:08:56.505268,0
2011-08-19 22:12:59.426729,1
2011-08-19 22:42:04.126320,0
2011-08-20 21:59:19.573160,1
2011-08-20 22:03:58.155764,0
2011-08-21 20:51:48.590427,1
2011-08-21 21:23:20.025466,0
2011-08-22 21:18:48.722992,1
2011-08-22 21:20:44.906729,0
2011-08-23 21:20:14.710794,1
2011-08-23 21:25:00.744166,0
2011-08-24 21:17:46.720028,1
2011-08-24 21:20:41.280057,0
2011-08-25 21:24:33.940749,1
2011-08-25 21:38:20.740505,0
2011-08-26 22:16:24.031973,1
2011-08-26 22:34:20.360829,0
2011-08-27 21:46:42.971938,1
2011-08-27 21:48:05.790744,0
2011-08-29 21:18:26.853147,1
2011-08-29 21:29:11.509343,0
2011-08-30 21:19:32.856068,1
2011-08-30 21:24:00.563504,0
2011-09-01 19:38:39.258323,1
2011-09-01 20:49:57.414162,0
2011-09-01 21:03:40.853292,1
2011-09-01 21:05:08.821101,0
2011-09-02 21:48:23.551069,1
2011-09-02 21:53:24.152587,0
2011-09-04 20:49:58.482377,1
2011-09-04 21:29:33.594536,0
2011-09-05 19:51:10.963031,1
2011-09-05 20:06:37.804620,0
2011-09-05 21:09:28.268530,1
2011-09-05 21:11:16.367011,0
2011-09-06 21:00:05.860029,1
2011-09-06 21:15:50.911827,0
2011-09-07 21:16:47.923194,1
2011-09-07 21:19:55.449752,0
2011-09-08 20:53:09.196415,1
2011-09-08 21:35:36.420193,0
2011-09-09 21:40:24.395834,1
2011-09-09 21:44:52.348418,0
2011-09-09 21:45:27.213551,1
2011-09-09 21:48:41.212462,0
2011-09-10 21:36:27.743181,1
2011-09-10 21:37:59.393523,0
2011-09-11 21:01:49.272801,1
2011-09-11 21:38:23.490084,0
2011-09-12 20:37:42.553145,1
2011-09-12 21:43:52.814451,0
2011-09-13 20:56:47.548586,1
2011-09-13 21:13:01.229583,0
2011-09-14 21:00:30.970310,1
2011-09-14 21:25:46.115485,0
2011-09-15 21:38:36.902784,1
2011-09-15 21:40:50.699525,0
2011-09-16 21:59:55.519170,1
2011-09-16 22:08:04.439034,0
2011-09-17 22:04:30.516587,1
2011-09-17 22:18:41.672460,0
2011-09-18 19:58:06.651822,1
2011-09-18 21:13:10.886743,0
2011-09-19 19:30:42.993354,1
2011-09-19 21:17:19.733926,0
2011-09-20 21:36:06.588244,1
2011-09-20 21:37:40.948556,0
2011-09-21 20:26:33.140841,1
2011-09-21 21:13:36.350415,0
2011-09-22 20:53:18.190325,1
2011-09-22 21:43:32.959630,0
2011-09-23 21:49:10.204395,1
2011-09-23 21:50:27.227445,0
2011-09-24 21:35:44.312034,1
2011-09-24 21:37:27.431490,0
2011-09-25 20:46:17.100155,1
2011-09-25 21:48:06.459381,0
2011-09-26 21:49:32.734550,1
2011-09-26 22:01:43.688779,0
2011-09-26 22:18:24.797366,1
2011-09-26 22:19:25.748327,0
2011-09-27 21:28:38.598100,1
2011-09-27 21:30:55.498643,0
2011-09-28 21:08:07.854505,1
2011-09-28 21:38:18.747017,0
2011-09-29 21:41:55.243514,1
2011-09-29 21:57:41.164573,0
2011-09-29 22:46:41.881829,1
2011-09-29 22:50:05.387861,0
2011-09-30 13:21:07.315501,1
2011-09-30 15:29:46.096855,0
2011-09-30 21:43:54.809706,1
2011-09-30 21:45:06.387371,0
2011-10-01 21:49:59.185906,1
2011-10-01 21:51:45.457292,0
2011-10-02 21:01:27.340114,1
2011-10-02 21:42:02.303103,0
2011-10-03 21:35:48.616401,1
2011-10-03 21:56:05.590625,0
2011-10-04 21:18:08.358005,1
2011-10-04 21:31:09.981971,0
2011-10-05 21:22:20.051930,1
2011-10-05 21:27:25.623540,0
2011-10-06 21:34:55.005581,1
2011-10-06 21:52:37.994255,0
2011-10-07 07:59:17.084413,1
2011-10-07 10:06:13.162005,0
2011-10-07 21:57:43.641187,1
2011-10-07 21:59:56.064646,0
2011-10-08 21:41:13.363496,1
2011-10-08 21:57:00.068677,0
2011-10-09 21:26:48.449776,1
2011-10-09 21:30:39.172607,0
2011-10-11 21:33:56.773019,1
2011-10-11 21:38:46.703068,0
2011-10-12 21:23:35.429798,1
2011-10-12 21:30:05.331252,0
2011-10-13 21:38:56.799280,1
2011-10-13 21:45:38.839071,0
2011-10-14 22:22:23.262902,1
2011-10-14 22:29:00.123564,0
2011-10-15 16:32:03.782219,1
2011-10-15 16:37:46.538523,0
2011-10-15 19:22:32.992136,1
2011-10-15 22:32:36.743139,0
2011-10-16 20:41:20.452661,1
2011-10-16 21:21:32.155226,0
2011-10-17 21:14:50.317147,1
2011-10-17 21:42:04.589334,0
2011-10-18 21:03:28.675800,1
2011-10-18 21:22:38.733557,0
2011-10-19 20:46:45.338977,1
2011-10-19 21:06:58.336279,0
2011-10-20 21:21:28.934722,1
2011-10-20 21:40:08.062075,0
2011-10-21 21:39:15.764567,1
2011-10-21 21:53:53.058414,0
2011-10-22 21:37:46.936606,1
2011-10-22 21:38:53.228058,0
2011-10-23 21:33:14.207476,1
2011-10-23 21:34:34.651207,0
2011-10-24 20:49:13.349601,1
2011-10-24 21:09:44.930215,0
2011-10-25 21:20:50.564536,1
2011-10-25 21:47:26.649627,0
2011-10-26 21:43:29.587554,1
2011-10-26 21:48:37.162301,0
2011-10-27 21:38:17.494743,1
2011-10-27 21:39:17.965925,0
2011-10-28 21:30:51.537424,1
2011-10-28 21:46:41.596651,0
2011-10-29 19:21:15.872281,1
2011-10-29 21:55:48.974444,0
2011-10-30 21:22:57.762896,1
2011-10-30 21:34:44.420330,0
2011-10-31 21:29:00.138923,1
2011-10-31 21:29:59.302885,0
2011-11-01 21:11:44.427549,1
2011-11-01 21:47:05.646724,0
2011-11-02 21:17:57.632067,1
2011-11-02 21:30:58.133085,0
2011-11-03 20:52:03.749721,1
2011-11-03 21:30:10.827684,0
2011-11-04 21:55:09.015106,1
2011-11-04 21:59:05.760607,0
2011-11-05 21:45:16.061444,1
2011-11-05 21:47:48.351815,0
2011-11-06 20:53:45.082382,1
2011-11-06 21:28:56.108293,0
2011-11-07 19:19:31.958257,1
2011-11-07 19:39:56.677050,0
2011-11-07 21:03:07.546728,1
2011-11-07 21:18:59.157352,0
2011-11-08 21:30:06.310764,1
2011-11-08 21:33:37.436751,0
2011-11-09 18:21:38.046626,1
2011-11-09 22:11:34.596733,0
2011-11-10 17:00:37.279220,1
2011-11-10 22:09:11.925326,0
2011-11-11 07:37:53.022920,1
2011-11-11 15:09:55.172398,0
2011-11-11 16:33:09.155484,1
2011-11-11 17:02:56.650974,0
2011-11-11 22:04:21.416175,1
2011-11-11 22:06:38.226028,0
2011-11-11 22:06:39.213872,1
2011-11-11 22:15:37.891225,0
2011-11-12 15:46:59.552204,1
2011-11-12 19:23:23.842302,0
2011-11-12 21:24:52.512792,1
2011-11-12 21:39:24.823317,0
2011-11-13 20:47:09.261259,1
2011-11-13 21:43:30.513222,0
2011-11-14 20:55:17.210514,1
2011-11-14 21:13:34.849237,0
2011-11-15 21:19:44.607087,1
2011-11-15 21:25:37.107090,0
2011-11-15 21:28:24.530925,1
2011-11-15 21:29:24.841314,0
2011-11-16 16:00:00.698707,1
2011-11-16 16:01:13.467148,0
2011-11-16 21:39:08.983117,1
2011-11-16 21:44:24.294564,0
2011-11-17 21:18:16.568560,1
2011-11-17 22:04:25.441335,0
2011-12-03 09:42:01.155031,0
2011-12-03 16:56:20.995031,1
2011-12-03 17:22:12.888546,0
2011-12-03 21:24:07.872112,1
2011-12-03 21:26:45.984632,0
2011-12-04 21:05:53.103229,1
2011-12-04 21:19:12.979089,0
2011-12-05 17:06:03.060149,1
2011-12-05 21:47:57.539695,0
2011-12-06 16:21:43.689175,1
2011-12-06 21:44:50.442961,0
2011-12-07 21:45:33.003852,1
2011-12-07 21:47:04.881785,0
2011-12-08 17:17:54.330454,1
2011-12-08 17:44:55.291527,0
2011-12-08 21:51:06.519901,1
2011-12-08 22:07:48.566728,0
2011-12-09 21:37:08.164369,1
2011-12-09 21:39:33.090387,0
2011-12-10 14:23:38.075263,1
2011-12-10 17:05:53.457071,0
2011-12-10 21:44:50.742892,1
2011-12-10 21:53:54.707648,0
2011-12-11 16:41:34.646379,1
2011-12-11 16:48:27.199404,0
