date,state
2011-06-15 07:31:57.311102,1
2011-06-15 09:20:13.684008,0
2011-06-15 09:59:49.313060,1
2011-06-15 10:06:21.982678,0
2011-06-15 12:48:54.346003,1
2011-06-15 13:07:06.406809,0
2011-06-15 13:15:52.582494,1
2011-06-15 13:16:54.654117,0
2011-06-15 16:49:37.438915,1
2011-06-15 16:51:44.171979,0
2011-06-15 21:47:11.306859,1
2011-06-15 22:10:08.202147,0
2011-06-16 07:15:37.054254,1
2011-06-16 09:47:39.376210,0
2011-06-16 14:39:13.233180,1
2011-06-16 14:50:43.878814,0
2011-06-16 16:55:35.898975,1
2011-06-16 16:58:16.974175,0
2011-06-16 17:55:00.324215,1
2011-06-16 17:57:29.984294,0
2011-06-16 20:10:11.513098,1
2011-06-16 20:10:32.227289,0
2011-06-16 21:56:09.323380,1
2011-06-16 22:23:14.899848,0
2011-06-17 07:24:09.011424,1
2011-06-17 07:48:46.233278,0
2011-06-17 08:32:08.527560,1
2011-06-17 09:25:32.006138,0
2011-06-17 10:48:42.410812,1
2011-06-17 12:09:39.106588,0
2011-06-17 17:50:42.951765,1
2011-06-17 17:54:19.052877,0
2011-06-17 19:18:11.968624,1
2011-06-17 19:22:53.746106,0
2011-06-17 22:22:57.720747,1
2011-06-17 22:45:41.652861,0
2011-06-18 07:14:03.690463,1
2011-06-18 07:28:59.183105,0
2011-06-18 07:29:54.008110,1
2011-06-18 08:42:55.534027,0
2011-06-18 10:28:03.076990,1
2011-06-18 11:43:53.298155,0
2011-06-18 17:49:23.876984,1
2011-06-18 17:54:23.311732,0
2011-06-18 19:15:37.032766,1
2011-06-18 19:19:57.799823,0
2011-06-18 22:23:22.797215,1
2011-06-18 22:45:04.416740,0
2011-06-19 07:04:55.818773,1
2011-06-19 09:21:33.482802,0
2011-06-19 11:15:14.947886,1
2011-06-19 11:18:35.280457,0
2011-06-19 13:05:47.563146,1
2011-06-19 13:26:25.560472,0
2011-06-19 15:23:29.661202,1
2011-06-19 15:29:01.856891,0
2011-06-19 17:03:26.213518,1
2011-06-19 17:05:18.757171,0
2011-06-19 17:49:49.286295,1
2011-06-19 17:53:10.723796,0
2011-06-19 19:31:48.033975,1
2011-06-19 19:43:09.462460,0
2011-06-19 21:22:56.494851,1
2011-06-19 21:46:59.882641,0
2011-06-20 07:39:09.170579,1
2011-06-20 07:51:55.247523,0
2011-06-20 08:33:09.229787,1
2011-06-20 08:55:43.265514,0
2011-06-20 10:25:17.101816,1
2011-06-20 10:42:58.580000,0
2011-06-20 10:42:59.852743,1
2011-06-20 12:24:12.309992,0
2011-06-20 16:29:48.047540,1
2011-06-20 16:52:00.261650,0
2011-06-20 17:50:44.634017,1
2011-06-20 17:53:44.341057,0
2011-06-20 19:30:28.946406,1
2011-06-20 19:44:34.852950,0
2011-06-20 20:17:16.888590,1
2011-06-20 20:18:33.607114,0
2011-06-20 20:19:39.456379,1
2011-06-20 20:42:59.030629,0
2011-06-20 21:20:44.254795,1
2011-06-20 21:44:14.465777,0
2011-06-21 03:50:00.667575,1
2011-06-21 03:51:52.581823,0
2011-06-21 07:04:33.859859,1
2011-06-21 09:33:11.938202,0
2011-06-21 10:31:01.064332,1
2011-06-21 10:44:36.716710,0
2011-06-21 13:57:38.503121,1
2011-06-21 13:58:52.681966,0
2011-06-21 16:26:05.241343,1
2011-06-21 16:34:01.104090,0
2011-06-21 17:45:48.587818,1
2011-06-21 17:48:34.104664,0
2011-06-21 21:33:30.318406,1
2011-06-21 21:55:23.185265,0
2011-06-22 07:33:45.329178,1
2011-06-22 08:39:04.100405,0
2011-06-22 10:25:55.077805,1
2011-06-22 11:23:24.472133,0
2011-06-22 13:19:29.162279,1
2011-06-22 13:50:28.147664,0
2011-06-22 15:39:11.422137,1
2011-06-22 16:00:46.092224,0
2011-06-22 16:51:16.179309,1
2011-06-22 16:53:30.935679,0
2011-06-22 17:47:52.448471,1
2011-06-22 17:51:31.680099,0
2011-06-22 21:50:26.096977,1
2011-06-22 22:11:36.268239,0
2011-06-23 05:10:04.880335,1
2011-06-23 05:12:45.944276,0
2011-06-23 07:47:54.150050,1
2011-06-23 08:58:03.736994,0
2011-06-23 10:49:27.159279,1
2011-06-23 11:50:39.409833,0
2011-06-23 14:07:44.443073,1
2011-06-23 14:16:58.651945,0
2011-06-23 16:36:26.869010,1
2011-06-23 16:45:38.069480,0
2011-06-23 17:51:12.166720,1
2011-06-23 17:53:57.876084,0
2011-06-23 21:34:14.342088,1
2011-06-23 21:58:57.579859,0
2011-06-24 07:33:45.053233,1
2011-06-24 07:46:29.331049,0
2011-06-24 08:31:02.054479,1
2011-06-24 08:54:43.496559,0
2011-06-24 10:41:04.682212,1
2011-06-24 11:49:58.523558,0
2011-06-24 13:36:20.896552,1
2011-06-24 13:47:54.337554,0
2011-06-24 15:33:48.962670,1
2011-06-24 15:57:19.303478,0
2011-06-24 17:49:01.858777,1
2011-06-24 17:51:56.655679,0
2011-06-24 19:11:55.917047,1
2011-06-24 19:15:19.290524,0
2011-06-24 21:16:16.614791,1
2011-06-24 21:18:38.536611,0
2011-06-24 21:51:12.850208,1
2011-06-24 22:14:36.441927,0
2011-06-25 07:46:47.172168,1
2011-06-25 08:56:23.683977,0
2011-06-25 11:39:08.523832,1
2011-06-25 11:40:49.674390,0
2011-06-25 14:57:12.154900,1
2011-06-25 16:10:41.598092,0
2011-06-25 17:47:11.099906,1
2011-06-25 17:50:07.066570,0
2011-06-25 22:13:29.446680,1
2011-06-25 22:41:23.332712,0
2011-06-26 07:32:55.897283,1
2011-06-26 09:23:29.604673,0
2011-06-26 13:01:47.517538,1
2011-06-26 13:37:59.375808,0
2011-06-26 17:45:46.215323,1
2011-06-26 17:49:22.769167,0
2011-06-26 19:29:30.328999,1
2011-06-26 19:50:15.796383,0
2011-06-26 21:36:43.029257,1
2011-06-26 21:58:31.599791,0
2011-06-27 07:46:09.493136,1
2011-06-27 08:42:06.795581,0
2011-06-27 10:33:46.012024,1
2011-06-27 11:50:13.962628,0
2011-06-27 16:07:00.297579,1
2011-06-27 16:24:50.485524,0
2011-06-27 17:53:00.944629,1
2011-06-27 17:56:02.317383,0
2011-06-27 20:38:04.825883,1
2011-06-27 20:48:07.006541,0
2011-06-27 21:42:22.753908,1
2011-06-27 22:05:05.658336,0
2011-06-28 04:35:05.823982,1
2011-06-28 04:37:04.992102,0
2011-06-28 07:21:14.819907,1
2011-06-28 09:20:41.447438,0
2011-06-28 09:46:20.806647,1
2011-06-28 09:47:24.982573,0
2011-06-28 12:44:05.734453,1
2011-06-28 12:59:34.480108,0
2011-06-28 15:03:01.259408,1
2011-06-28 15:13:59.313563,0
2011-06-28 16:53:33.636289,1
2011-06-28 16:53:53.270144,0
2011-06-28 17:49:40.865760,1
2011-06-28 17:53:20.288380,0
2011-06-28 21:50:14.201401,1
2011-06-28 22:13:26.347350,0
2011-06-29 07:46:51.030711,1
2011-06-29 08:05:28.024505,0
2011-06-29 08:45:04.371414,1
2011-06-29 08:59:15.882143,0
2011-06-29 10:47:09.087789,1
2011-06-29 11:49:00.113143,0
2011-06-29 15:23:31.297288,1
2011-06-29 15:34:38.351703,0
2011-06-29 16:14:52.029364,1
2011-06-29 16:36:25.072573,0
2011-06-29 17:53:57.544392,1
2011-06-29 17:56:31.629119,0
2011-06-29 19:19:39.890654,1
2011-06-29 19:19:40.558729,0
2011-06-29 19:19:42.085514,1
2011-06-29 19:34:32.570925,0
2011-06-29 21:30:36.610787,1
2011-06-29 22:02:59.434197,0
2011-06-30 04:35:02.452745,1
2011-06-30 04:37:07.388658,0
2011-06-30 07:46:34.171303,1
2011-06-30 07:59:07.275452,0
2011-06-30 08:38:11.748018,1
2011-06-30 08:53:42.875012,0
2011-06-30 10:58:47.780134,1
2011-06-30 12:04:14.469594,0
2011-06-30 13:22:53.499657,1
2011-06-30 13:37:53.682034,0
2011-06-30 16:25:13.917138,1
2011-06-30 16:27:01.330209,0
2011-06-30 17:49:48.379648,1
2011-06-30 17:52:57.704253,0
2011-06-30 21:46:06.909727,1
2011-06-30 22:07:16.474243,0
2011-07-01 02:51:55.492529,1
2011-07-01 02:53:57.754230,0
2011-07-01 07:16:48.534806,1
2011-07-01 08:37:59.278177,0
2011-07-01 08:44:33.286714,1
2011-07-01 09:21:54.374163,0
2011-07-01 10:04:01.669623,1
2011-07-01 10:05:50.568441,0
2011-07-01 11:07:46.416763,1
2011-07-01 15:21:05.572216,0
2011-07-01 17:20:20.398347,1
2011-07-01 17:22:55.827931,0
2011-07-01 18:53:24.664565,1
2011-07-01 19:08:49.732697,0
2011-07-01 21:59:27.982498,1
2011-07-01 22:25:40.074483,0
2011-07-02 07:41:45.042689,1
2011-07-02 08:50:59.844721,0
